yr,month,day,code,code_b,trt,site_broadly,site_rep,site,trap,species,replicate,wing center (mm),thorax length (mm),head length (mm),forearm length (mm),horn length (mm),body length (mm),TrapCount,,,
2022,6,25,cattle_3-6,cattle3_1_SE_6,cattle,cattle_3,1,cattle3_1,SE,Onthophagus_nuchicornis_male,2,3.1,2.94,1.77,1.99,1.23,7.81,24,,,
2022,6,25,cattle_3-6,cattle3_1_SE_6,cattle,cattle_3,1,cattle3_1,SE,Onthophagus_nuchicornis_male,3,3.1,3.05,1.94,1.85,1.13,8.09,24,,,
2022,6,25,cattle_3-6,cattle3_1_SE_6,cattle,cattle_3,1,cattle3_1,SE,Onthophagus_nuchicornis_male,4,2.96,2.87,1.73,1.94,0.45,7.56,24,,,
2022,6,25,cattle_3-6,cattle3_1_SE_6,cattle,cattle_3,1,cattle3_1,SE,Onthophagus_nuchicornis_male,5,2.98,3.12,1.9,1.98,1.17,8,24,,,
2022,6,25,cattle_3-6,cattle3_1_SE_6,cattle,cattle_3,1,cattle3_1,SE,Onthophagus_nuchicornis_male,6,3.08,3.14,1.81,1.7,1.17,8.03,24,,,
2022,6,25,cattle_3-6,cattle3_1_SE_6,cattle,cattle_3,1,cattle3_1,SE,Onthophagus_nuchicornis_male,7,3.2,3.39,2.04,2.17,1.21,8.63,24,,,
2022,6,25,cattle_3-6,cattle3_1_SE_6,cattle,cattle_3,1,cattle3_1,SE,Onthophagus_nuchicornis_male,8,3.31,3.01,1.91,1.88,0.78,8.23,24,,,
2022,6,25,cattle_3-6,cattle3_1_SE_6,cattle,cattle_3,1,cattle3_1,SE,Onthophagus_nuchicornis_male,9,3.11,2.96,1.77,1.85,0.64,7.84,24,,,
2022,6,25,cattle_3-6,cattle3_1_SE_6,cattle,cattle_3,1,cattle3_1,SE,Onthophagus_nuchicornis_male,10,3.45,3.35,1.91,2.01,1.28,8.71,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,1,3.08,2.68,1.61,1.58,0.39,7.37,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,2,3.44,3.24,2.12,1.94,1.3,8.8,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,3,3.61,3.39,2.12,2.19,1.39,9.12,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,4,3.19,3.39,2.05,2.13,1.34,8.63,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,5,3.54,3.29,2.24,2.39,1.1,9.07,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,6,3.36,3.15,2.49,2,0.96,9,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,7,3.43,2.76,1.95,2.14,1.38,8.14,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,8,3.44,2.8,2,2.21,1.25,8.24,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,9,3.19,2.97,2.15,1.91,1.05,8.31,24,,,
2022,7,20,trtpd_1-7,trtpd1_SW_7,trtpd,trtpd_1,1,trtpd1,SW,Onthophagus_nuchicornis_male,10,3.4,3.11,1.87,1.94,1.17,8.38,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,1,3.04,3.1,2.25,1.8,1.03,8.39,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,2,3.01,2.71,1.62,1.86,0.62,7.34,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,3,3.5,3.33,2.16,2.21,1.57,8.99,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,4,2.99,2.96,1.68,1.88,0.89,7.63,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,5,3.42,3.43,2.68,1.92,1.7,9.53,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,6,3,2.95,2.06,1.8,1.26,8.01,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,7,3.16,3.24,1.79,1.96,1.28,8.19,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,8,3.3,3.52,2.44,2.3,1.6,9.26,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,9,3.12,2.85,1.71,1.91,1.08,7.68,24,,,
2022,6,11,ungrazed_2-6,ungrazed2_2_SW_6,ungrazed,ungrazed_2,2,ungrazed2_2,SW,Onthophagus_nuchicornis_male,10,2.96,2.99,2.14,2.03,0.73,8.09,24,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_SW_6,ungrazed,ungrazed_3,2,ungrazed3_2,SW,Onthophagus_nuchicornis_male,1,2.93,2.69,1.61,1.59,0.63,7.23,24,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_SW_6,ungrazed,ungrazed_3,2,ungrazed3_2,SW,Onthophagus_nuchicornis_male,2,3.5,3.33,1.97,2.04,1.1,8.8,24,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_SW_6,ungrazed,ungrazed_3,2,ungrazed3_2,SW,Onthophagus_nuchicornis_male,3,3.01,2.55,1.29,1.48,0.49,6.85,24,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_SW_6,ungrazed,ungrazed_3,2,ungrazed3_2,SW,Onthophagus_nuchicornis_male,4,3.04,2.95,1.7,1.64,0.73,7.69,24,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_SW_6,ungrazed,ungrazed_3,2,ungrazed3_2,SW,Onthophagus_nuchicornis_male,5,3.07,3.06,1.97,1.59,0.86,8.1,24,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_SW_6,ungrazed,ungrazed_3,2,ungrazed3_2,SW,Onthophagus_nuchicornis_male,6,3.28,2.98,2.09,1.96,0.83,8.35,24,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_SW_6,ungrazed,ungrazed_3,2,ungrazed3_2,SW,Onthophagus_nuchicornis_male,7,3.22,3.01,2.08,2.03,0.96,8.31,24,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_SW_6,ungrazed,ungrazed_3,2,ungrazed3_2,SW,Onthophagus_nuchicornis_male,8,3.34,3.25,2.16,2.06,1.18,8.75,24,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,1,7.82,5.54,4.31,4.91,NA,17.67,25,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,2,7.6,5.59,4.36,5.02,NA,17.55,25,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,3,7.34,5.34,3.99,4.59,NA,16.67,25,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,4,7.74,5.4,3.68,4.69,NA,16.82,25,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,5,7.3,5.73,4.26,4.95,NA,17.29,25,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,6,7.43,5.54,3.99,5.09,NA,16.96,25,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,7,6.98,5.09,3.43,4.33,NA,15.5,25,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,8,7.28,5.22,3.04,4.58,NA,15.54,25,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,9,5.72,4.13,2.68,3.5,NA,12.53,25,,,
2022,7,20,bison_1-7,bison1_1_NW_7,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,10,3.62,3.43,1.96,2.65,NA,9.01,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,1,6.92,5.01,3.54,3.89,NA,15.47,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,2,7.48,5.64,4.25,4.72,NA,17.37,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,3,6.64,4.54,3.46,3.42,NA,14.64,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,4,7.07,4.85,3.45,3.84,NA,15.37,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,5,7.11,5.08,3.74,3.67,NA,15.93,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,6,6.45,4.74,3.51,3.34,NA,14.7,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,7,7.9,5.71,4.32,4.32,NA,17.93,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,8,7.11,5.6,4.04,4.15,NA,16.75,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,9,7.44,5.33,4.16,3.79,NA,16.93,25,,,
2022,7,21,trtpd_2-7,trtpd2_SW_7,trtpd,trtpd_2,1,trtpd2,SW,Canthon_pilularius,10,7.05,5.05,3.68,4.07,NA,15.78,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,1,3.12,3.17,1.79,1.97,NA,8.08,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,2,2.99,3.19,1.79,1.79,NA,7.97,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,3,3.35,3.5,1.9,2,NA,8.75,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,4,3.33,3.38,1.93,1.78,NA,8.64,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,5,2.76,2.46,1.37,1.45,NA,6.59,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,6,3.17,3.22,1.75,1.82,NA,8.14,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,7,3.69,3.31,1.67,2.12,NA,8.67,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,8,3,2.95,1.54,1.95,NA,7.49,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,9,3.49,3.3,1.9,2.03,NA,8.69,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_female,10,3.39,3.46,1.74,1.87,NA,8.59,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,1,2.83,3.07,1.68,1.76,NA,7.58,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,2,3.06,2.66,1.5,1.63,NA,7.22,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,3,3.55,3.56,1.9,1.75,NA,9.01,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,4,3.46,3.68,2.16,1.89,NA,9.3,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,5,3.6,3.32,1.98,2.22,NA,8.9,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,6,3.24,3.56,2.06,1.64,NA,8.86,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,7,3.35,2.91,1.7,1.77,NA,7.96,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,8,3.04,2.75,1.75,1.77,NA,7.54,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,9,3.26,3.21,1.83,1.48,NA,8.3,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_female,10,2.8,2.96,1.47,1.73,NA,7.23,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_male,1,2.68,2.46,1.44,1.51,0.27,6.58,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_male,2,3.01,2.7,1.72,1.77,0.53,7.43,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_male,3,3.48,3.05,2.19,2,1.56,8.72,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_male,4,2.88,2.74,1.75,1.66,0.86,7.37,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_male,5,3.37,3.36,2.02,2.09,1.35,8.75,25,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Onthophagus_nuchicornis_male,6,3.18,3.34,2.1,1.85,1.56,8.62,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_male,1,3.34,3.12,2.26,1.87,1.29,8.72,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_male,2,2.92,2.96,1.76,1.74,0.88,7.64,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_male,3,2.89,2.97,1.74,1.92,0.86,7.6,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_male,4,3.53,3.37,1.7,1.96,1.13,8.6,25,,,
2022,7,15,untrtpd_3-7,untrtpd3_NW_7,untrtpd,untrtpd_3,1,untrtpd3,NW,Onthophagus_nuchicornis_male,5,3,2.65,1.59,1.47,0.78,7.24,25,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,1,6.65,4.63,3.64,3.64,NA,14.92,26,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,2,6.74,4.81,3.69,3.59,NA,15.24,26,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,3,7.34,5.34,4.03,3.83,NA,16.71,26,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,4,7.51,5.29,3.98,4.24,NA,16.78,26,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,5,7.49,5.48,4.05,3.88,NA,17.02,26,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,6,7.16,4.91,3.61,3.65,NA,15.68,26,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,7,6.74,4.7,3.4,3.41,NA,14.84,26,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,8,7.8,5.61,4.27,4.27,NA,17.68,26,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,9,6.82,4.68,3.5,3.4,NA,15,26,,,
2022,7,20,cattle_2-7,cattle2_1_NW_7,cattle,cattle_2,1,cattle2_1,NW,Canthon_pilularius,10,7.49,5.33,4.05,4.16,NA,16.87,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,1,2.58,2.34,1.27,1.46,NA,6.19,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,2,2.99,3.01,1.81,2.05,NA,7.81,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,3,2.62,2.35,1.47,1.68,NA,6.44,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,4,3.06,3.13,1.73,1.57,NA,7.92,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,5,3.08,2.5,1.75,1.97,NA,7.33,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,6,2.84,2.9,1.59,1.77,NA,7.33,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,7,2.79,2.62,1.62,1.65,NA,7.03,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,8,2.96,2.78,1.52,1.89,NA,7.26,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,9,2.9,2.97,1.46,1.97,NA,7.33,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_female,10,2.97,2.95,1.56,1.91,NA,7.48,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_male,1,2.92,2.72,1.63,1.63,0.9,7.27,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_male,2,3.06,2.88,1.91,1.86,1.19,7.85,26,,,
2022,7,21,trtpd_2-7,trtpd2_NW_7,trtpd,trtpd_2,1,trtpd2,NW,Onthophagus_nuchicornis_male,3,3.01,2.85,1.56,1.94,1.34,7.42,26,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,1,7.06,5.51,3.73,4.83,NA,16.3,27,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,2,7.49,5.31,3.46,4.5,NA,16.26,27,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,3,7.36,5.39,3.92,5.08,NA,16.67,27,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,4,6.29,4.66,3.76,4.65,NA,14.71,27,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,5,7.44,5.05,3.99,4.87,NA,16.48,27,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,6,7.45,5.39,4.11,5.18,NA,16.95,27,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,7,6.36,4.73,3.29,4.32,NA,14.38,27,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,8,7.67,5.43,3.72,5.57,NA,16.82,27,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,9,7.36,4.57,4.05,4.36,NA,15.98,27,,,
2022,8,12,cattle_2-8,cattle2_2_NW_8,cattle,cattle_2,2,cattle2_2,NW,Canthon_pilularius,10,7.72,5.13,4.4,4.8,NA,17.25,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,1,2.57,2.6,1.67,1.43,NA,6.84,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,2,3.46,3.18,1.79,2.09,NA,8.43,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,3,3.04,2.91,1.54,1.43,NA,7.49,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,4,3.33,3.33,2.02,2.04,NA,8.68,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,5,3.49,3.32,1.89,1.8,NA,8.7,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,6,3.28,3.27,1.61,1.8,NA,8.16,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,7,3.27,3.2,1.83,1.6,NA,8.3,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,8,3.35,3.26,1.87,1.62,NA,8.48,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,9,3.56,3.47,1.86,1.91,NA,8.89,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_female,10,3.06,2.94,1.73,1.8,NA,7.73,27,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_NE_6,ungrazed,ungrazed_3,2,ungrazed3_2,NE,Onthophagus_nuchicornis_female,1,3,3.07,1.86,1.94,NA,7.93,27,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_NE_6,ungrazed,ungrazed_3,2,ungrazed3_2,NE,Onthophagus_nuchicornis_female,2,3.17,2.85,1.82,1.81,NA,7.84,27,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_NE_6,ungrazed,ungrazed_3,2,ungrazed3_2,NE,Onthophagus_nuchicornis_female,3,3.27,3.39,1.93,1.8,NA,8.59,27,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_NE_6,ungrazed,ungrazed_3,2,ungrazed3_2,NE,Onthophagus_nuchicornis_female,4,3.26,3.15,1.69,1.91,NA,8.1,27,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_NE_6,ungrazed,ungrazed_3,2,ungrazed3_2,NE,Onthophagus_nuchicornis_female,5,3.07,3.16,1.85,1.56,NA,8.08,27,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_NE_6,ungrazed,ungrazed_3,2,ungrazed3_2,NE,Onthophagus_nuchicornis_female,6,3.25,3.11,1.91,1.82,NA,8.27,27,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_NE_6,ungrazed,ungrazed_3,2,ungrazed3_2,NE,Onthophagus_nuchicornis_female,7,3.26,3.26,1.72,2.06,NA,8.24,27,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_NE_6,ungrazed,ungrazed_3,2,ungrazed3_2,NE,Onthophagus_nuchicornis_female,8,3.2,3.04,1.75,1.46,NA,7.99,27,,,
2022,6,23,ungrazed_3-6,ungrazed3_2_NE_6,ungrazed,ungrazed_3,2,ungrazed3_2,NE,Onthophagus_nuchicornis_female,9,3.17,3.3,2.2,1.73,NA,8.67,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_male,1,3.27,2.75,2.06,1.87,1.36,8.08,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_male,2,3.7,3.05,2.3,1.99,1.33,9.05,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_male,3,3.63,3.33,2.31,2.15,1.76,9.27,27,,,
2022,7,20,trtpd_1-7,trtpd1_SE_7,trtpd,trtpd_1,1,trtpd1,SE,Onthophagus_nuchicornis_male,4,2.86,2.85,1.64,1.59,0.63,7.35,27,,,
